sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_types,gmaps_business_status,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_utc_offset_minutes,gmaps_photo_reference_1,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,postcode_norm,gmaps_postcode_norm,likely_match,description_short,Description,city,region,local_authority,service_area,age_range,conditions_supported,specific_services,physical_access,organization_type,status,last_verified
606,ChIJj456rvILdkgRcr0W8L74hn8,"YMCA Hawker, Kingston (part of YMCA St Paul's Group)","Lower Ham Rd, Kingston upon Thames KT2 5BH, UK",51.42685909999999,-0.3091662,Monday: 7:00?AM?–?9:00?PM; Tuesday: 7:00?AM?–?9:00?PM; Wednesday: 7:00?AM?–?9:00?PM; Thursday: 7:00?AM?–?9:00?PM; Friday: 7:00?AM?–?8:00?PM; Saturday: 8:00?AM?–?4:00?PM; Sunday: 8:00?AM?–?4:00?PM,https://ymcastpaulsgroup.org/ymca-hawker-kingston/,+44 20 8296 9747,3.7,133,"cafe,establishment,food,gym,health,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=9189305588651572594,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJj456rvILdkgRcr0W8L74hn8,9C3XCMGR+P8,"CMGR+P8 Kingston upon Thames, UK",,AciIO2f9J8xzf7SRPXLpMVXeMPr5mjemQixFIyLz7paAnbjCpLd9_YbAvzdLzcOfw52AFQp_K3iQbQJBrHUUhGLB5G-w-tpe0cpHMVXiOIbZT2KGk1jwGDMSrW0TAvyse7MQv-oCuIGMND6pVluYF19UkU6z_qH1B6U5gItWtbgZLkT2fm2qxvLp4kO5lfjsgQiFPRfmtXCLiEr68Jzzm8hQqOq7d8y3l2lgMTrhQE3I11f_0BHfGl9YEf2nS4y0Va8qsISKosOyUPLLMRymOkp8ku1eU-2f2TUdxo94xdWXUTkXUQ,United Kingdom,KT2 5BH,Kingston upon Thames,England,Greater London,KT2 5BH,KT2 5BH,1,,,,,,,,,,,,,
607,ChIJgVnoL74cdkgRrmpfwozfuRE,Laburnum Boat Club,"Laburnum St, London E2 8BH, UK",51.5354268,-0.0735314,Monday: 9:00?AM?–?7:00?PM; Tuesday: 9:00?AM?–?7:00?PM; Wednesday: 9:00?AM?–?7:00?PM; Thursday: 9:00?AM?–?7:00?PM; Friday: 9:00?AM?–?7:00?PM; Saturday: 9:00?AM?–?7:00?PM; Sunday: 9:00?AM?–?7:00?PM,http://www.laburnumboatclub.com/,+44 20 7729 2915,4.6,58,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=1277297764985694894,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJgVnoL74cdkgRrmpfwozfuRE,9C3XGWPG+5H,"GWPG+5H London, UK",,AciIO2fs80xTpe9OYR-6KLF3_-7nCzb0zTaRP9v3GxLUsGMdqL7L22cEo6l2eC9jslQnCsCP7ftiPDcXdJJuMNA1l1I0cWlmqT5gm5QJtkiR1UZL-JZouk5FpnC9ik7yfckxULbgAjcLoR7zo64omVhQWhIzDRnkGDAd38Q7Arh_OzA3oscpogS9JhbNDlwwIkhDCzeflX2v1zi3ukTtg5RP7ugYj8ADXfnf4EIG_MsizbwK2h4Hmv4lsOlYefBeFdX2oh6nyUw9-ZAv0_U-eHMF17eR_RxKs6lo7RR_Gei1zZOS939MgMgizu5C8uiEZWj0sHpw5_1K-7oIZ79FoTn1_Y-nKovgfteK2RBknF5FfxElsilueDeIBVt7i8cIBPtlc5PV6lsuI_vXDf5JV64U76-XYVItBljTeBpI1u98DsoQ605jy6k04nnwryw_aA,United Kingdom,E2 8BH,London,England,Greater London,E2 8BA,E2 8BH,1,,,,,,,,,,,,,
608,ChIJe5bEN2EEdkgRaGcm2N5-SI0,Disability Advice Service,"Level 4, 336 Brixton Rd, London SW9 7AA, UK",51.4681771,-0.1129599,Monday: 9:00?AM?–?5:00?PM; Tuesday: 9:00?AM?–?5:00?PM; Wednesday: 9:00?AM?–?5:00?PM; Thursday: 9:00?AM?–?5:00?PM; Friday: 9:00?AM?–?5:00?PM; Saturday: Closed; Sunday: Closed,,+44 20 7738 5656,3.5,6,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=10180526453245241192,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJe5bEN2EEdkgRaGcm2N5-SI0,9C3XFV9P+7R,"FV9P+7R London, UK",,,United Kingdom,SW9 7AA,London,England,Greater London,SW9 8QQ,SW9 7AA,0,,,,,,,,,,,,,
609,ChIJfylr2msCdkgRX2g-iObhZiU,Ladywell Village Cycles,"257 Algernon Rd, London SE13 7AG, UK",51.4568131,-0.0196442,Monday: 9:00?AM?–?6:00?PM; Tuesday: 9:00?AM?–?6:00?PM; Wednesday: 9:00?AM?–?6:00?PM; Thursday: 9:00?AM?–?6:00?PM; Friday: 9:00?AM?–?6:00?PM; Saturday: 10:00?AM?–?5:00?PM; Sunday: Closed,http://ladywellcycles.com/,+44 20 8265 4791,4.9,556,"bicycle_store,establishment,point_of_interest,store",OPERATIONAL,,https://maps.google.com/?cid=2695089807272339551,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJfylr2msCdkgRX2g-iObhZiU,9C3XFX4J+P4,"FX4J+P4 London, UK",,AciIO2eCt9dWKJ-VuzcOlhY6O-O0HgDC7T7X_0otW0zFseTDagWQy8eJXNRn6r2SBMT_AgnMl8UKLlDTpHSS8rQxcUS-8lwXc795MYDThkBQrDAxMIdhl2EFhLBYhhWVjZ6twBvMkcUuUa5pe_57LYU-WNOpDZ7QEU0K5XSx5qXmwAE4Ea8BS9Hs2_D-fZswpoTECe7roFWqtVQjYJMac46DM-oJ6gDTp4KYhoynfzlfo_JVx77Vf5yBJpq35vJTS5G1IWNagwOI-M8o8pnNfbXnbNC_vkgfjqBp04pVfRV6S1hWV6v-wmXTXosHb_MuAqRJgrkL6PwAnHjL1mTPOkj4GP5hMLKaFz21RwSm8aebXJbImS4vytuSbtnZLvBSPaYQy69ZqK79L5PI2Mn4AOUfg4s2Hon1EoNsU4dU_n_-C9ATdA,United Kingdom,SE13 7AG,London,England,Greater London,SE4 1JF,SE13 7AG,0,,,,,,,,,,,,,
610,ChIJfQ3K1kcGdkgRujnaeyTgPUE,Canons Leisure Centre Mitcham,"Madeira Rd, Mitcham CR4 4HD, UK",51.4005365,-0.1629171,Monday: 6:00?AM?–?10:00?PM; Tuesday: 6:00?AM?–?10:00?PM; Wednesday: 6:00?AM?–?10:00?PM; Thursday: 6:00?AM?–?10:00?PM; Friday: 6:00?AM?–?8:00?PM; Saturday: 8:00?AM?–?5:00?PM; Sunday: 8:00?AM?–?5:00?PM,https://www.better.org.uk/leisure-centre/london/merton/canons-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+44 20 8640 8543,3.9,742,"establishment,gym,health,point_of_interest",OPERATIONAL,"Local exercise and sports hub with 25m and teaching pools, a gym, a dance studio and toddlers' area.",https://maps.google.com/?cid=4701160033346009530,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJfQ3K1kcGdkgRujnaeyTgPUE,9C3XCR2P+6R,"CR2P+6R Mitcham, UK",,AciIO2fAjtBS6ZYEA0uI3A-nE5iPyZ3ji7azzL5VIsisBwyukX5dCC1YaNXf205zWWXQhOPE_vQqP87AT8nBJAexQ5joFN8GZnwYKarawGX5VzzwrrwtJdRWvAJqbbBOSGQ7UBSgliD3wVZJVwQj5p9YezwrQLINLHiwT08k4G9RH3Ke8H0sO9_5Be04WsaCgmG9MxjpED3bYEAV2yYWAg8tvvI4Pq5fMuhLi1-jXVsJjMJfjtn69dNR-Ilj4ssm0M7wzDc5FxVrmW9cyjgeR78r4Pdw5o0j9ByUUziDZ4GFcfJy8g,United Kingdom,CR4 4HD,Mitcham,England,Greater London,CR4 4HD,CR4 4HD,1,,,,,,,,,,,,,
611,ChIJZzucB9mn2EcRSrKOie1kIys,Newham Leisure Centre,"Newham Leisure Centre, 281 Prince Regent Ln, London E13 8SD, UK",51.5186752,0.0355596,Monday: 6:00?AM?–?10:00?PM; Tuesday: 6:00?AM?–?10:00?PM; Wednesday: 6:00?AM?–?10:00?PM; Thursday: 6:00?AM?–?10:00?PM; Friday: 6:00?AM?–?10:00?PM; Saturday: 8:00?AM?–?8:00?PM; Sunday: 8:00?AM?–?8:00?PM,https://www.better.org.uk/leisure-centre/london/newham/newham-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+44 20 3770 4477,3.8,1232,"establishment,gym,health,point_of_interest",OPERATIONAL,"Council-run centre with gym, sports hall, indoor/outdoor track, pool, crossfit & cycle studio.",https://maps.google.com/?cid=3108439139193631306,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJZzucB9mn2EcRSrKOie1kIys,9F32G29P+F6,"G29P+F6 London, UK",,AciIO2eYAK1Id4RvnTQbIDUlF7XT63dOpMx2cmr67z9H3Hgha7MCioJKLCqr1GiKUx9On3p8qYwty9_AUSV_W8rYQzyG9I8RGgLbbsrwvJXREAdl1vCXrjjOyVqwWETx8Lb2m-PvQ42z0py9ugO_J51ep8aJhmAsJLFsJti2OIOrR0lRwilKMjspsn-mOdR_h0oeCLQLufXQiyRVuDOO1qSkIPxlir8SD5qiKkCTHX_XRPC-feL50lJvLSfTctwvo09rM8lslpkwCqAkplJf-03SXfmwPpmKDQBxNkyQKnMCimQZQw,United Kingdom,E13 8SD,London,England,Greater London,E13 8SD,E13 8SD,1,,,,,,,,,,,,,
612,ChIJlXH5_dASdkgRuPc-fr5wiJA,Northolt Leisure Centre,"Eastcote Ln N, Northolt UB5 4AB, UK",51.54902149999999,-0.3684499,Monday: 6:00?AM?–?10:00?PM; Tuesday: 6:00?AM?–?10:00?PM; Wednesday: 6:00?AM?–?10:00?PM; Thursday: 6:00?AM?–?10:00?PM; Friday: 6:00?AM?–?10:00?PM; Saturday: 8:00?AM?–?8:00?PM; Sunday: 8:00?AM?–?8:00?PM,https://www.everyoneactive.com/centre/northolt-leisure-centre/,+44 20 8423 7436,3.6,696,"cafe,establishment,food,gym,health,point_of_interest,school",OPERATIONAL,"Modern gym hosting a swimming pool & fitness studio, plus cycling sessions & dance classes.",https://maps.google.com/?cid=10414698101758425016,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJlXH5_dASdkgRuPc-fr5wiJA,9C3XGJXJ+JJ,"GJXJ+JJ Northolt, UK",,AciIO2d1hMhA0dRKRrGAv_gaDF84KCXz79A2f5XYuAEKlgNGebUEwhNzHTFJy3LaX6T834SkQkJpMBV7TJrqjT4Kkhk9NV18s2aOJF_novPPsOdz_vrJdCdde1JgrUXWElsEVQatcAO90grFwyYLIkmE3VXyF3zaXTvw6xEQVig_gBIddhCuuU689NvXGD_ZT-UJSbA5UZQyik-oYhgaFaZKr0x4Z9oWipUYhGC6ePTHqwdgTu0_ScAM3a6JUo71PNkiw_jdCR55W9bJxg9spFUSlXp8sQEf0Df27W2FTxgLh1lGv-pzyAHIm4fM_vPdrvj4L_cVOYqUWBQxLvIHzGB_Eamxb68OEvoBO6jz0W8aO6d9Ye3E17LqDuftaFFrJYbJG0uVJ1fD11TLjl-ZM4gFR2Yv_eWO2ddHrgEGh3v3jiA,United Kingdom,UB5 4AB,Northolt,England,Greater London,UB5 4AB,UB5 4AB,1,,,,,,,,,,,,,
613,ChIJRa5m9UZrdkgRGC9hY22P8_k,Sea Monkeys Swim School,"Sandy Lane Merchant, Taylor’s school, Northwood HA6 2HT, UK",51.6359159,-0.4246193,,http://www.seamonkeysswimschool.co.uk/,,5,10,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=18010897034766266136,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJRa5m9UZrdkgRGC9hY22P8_k,9C3XJHPG+95,"JHPG+95 Northwood, UK",,AciIO2exroqVD9rDBttELwQoSKhMhtujo-I_zhGAIYb8QB3l_rbTbd-qYSlf8WQZK7UF4PydHctm0afUzQxv1ftTrrIubOUjT57kMNyYCz4vAO4qd3hTse0qwgkL5uD_r1RGvdOupZRLb3cZaWuDBrUQ6vK7RnV4TUmNteV_QYa7xIwhbTUAA1HGIMkEi527o3WjPgoJvap5HjG3YKmYL-hHD7flTGHWchyCRc0zbOVFJniIxEbb8zgticIhLJADg9Tb321XkJ6uuIoxSVyGwAO5R_8QG59EjlUxsoRYSFLckgFLkw,United Kingdom,HA6 2HT,Northwood,England,Hertfordshire,,HA6 2HT,1,,,,,,,,,,,,,
614,ChIJVVUVElgbdkgRukOuqtuWGOU,Ironmonger Row Baths,"1 Norman St, London EC1V 3AA, UK",51.5264628,-0.09462910000000001,Monday: 6:30?AM?–?9:30?PM; Tuesday: 6:30?AM?–?9:30?PM; Wednesday: 6:30?AM?–?9:30?PM; Thursday: 6:30?AM?–?9:30?PM; Friday: 6:30?AM?–?9:30?PM; Saturday: 9:00?AM?–?6:00?PM; Sunday: 9:00?AM?–?6:00?PM,https://www.better.org.uk/leisure-centre/london/islington/ironmonger-row-baths?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+44 20 3642 5520,4.2,706,"establishment,gym,health,point_of_interest,spa",OPERATIONAL,"Public facility with a 30-meter swimming pool, a gym & a spa with steam rooms & saunas.",https://maps.google.com/?cid=16508110304332104634,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJVVUVElgbdkgRukOuqtuWGOU,9C3XGWG4+H4,"GWG4+H4 London, UK",,AciIO2ev2yS_LopZZenb9vOZqtfJsETwb-k91Dd7oF3_Fc7mEhME7kzO_40GkRhDy3NTQj8rOI3-fKeetVxS_oVN9_MGvytMEEYWFR2nkpaUi1ov04IJDHppvno10-u6xS3CDe_xW8swjIByhEnJdbmnO2G5-JVv4rQbAdGBnUH33FG_waKzlpN7ZnbRMKKcZvx3ZLPIopSo-3J93VOxFd6eS3Ryk2wqV6A9gkkWsJQCXTjnZAwDdsVS_omqk2S_99oOdiyzck715yGYw-wRb2r9YUkxkPBxIJchGrrNGEPSDFgbbQ,United Kingdom,EC1V 3AA,London,England,Greater London,EC1V 3AA,EC1V 3AA,1,,,,,,,,,,,,,
615,ChIJiwCbepADdkgRhTEjqYRC8qw,Peckham Pulse Leisure Centre,"Peckham Pulse Health & Fitness Centre, 10 Melon Rd, London SE15 5QN, UK",51.47417739999999,-0.0704474,Monday: 6:30?AM?–?10:00?PM; Tuesday: 6:30?AM?–?10:00?PM; Wednesday: 6:30?AM?–?10:00?PM; Thursday: 6:30?AM?–?10:00?PM; Friday: 6:30?AM?–?10:00?PM; Saturday: 7:00?AM?–?6:00?PM; Sunday: 7:00?AM?–?10:00?PM,https://southwarkleisure.co.uk/centres/peckham-pulse-leisure-centre/,+44 20 7525 0486,4.2,679,"establishment,gym,health,point_of_interest,school,spa",OPERATIONAL,"Family fitness centre with 25-metre and hydrotherapy pools, a gym, kids' soft play and a creche.",https://maps.google.com/?cid=12462096256428355973,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJiwCbepADdkgRhTEjqYRC8qw,9C3XFWFH+MR,"FWFH+MR London, UK",,AciIO2ceB0cWscRFc5Q9Nw6jIK12ulEat6uvbf8OCE1u6r5WlECVe2-uMogVgusW8x4ECYbuuhsxkcoi1_AsTHBh6WixZYUZ-msQdcPBysYn-OExYWRGmiyrrS40NBohY-G331l2t4gJLw0MGd_sCPPgACYToNhKVjrxmHdcfdGy-RJKpBdxAg4pTc-4hMmk_m9NS5GA0YGQ_acAte-m5vFwaAWJDZIMjxf2785AmSUAtdTp4VpNBKqOagm79U80kCKeEy5HgyQHfnKQWAYcWwf6MipTi3ga4fVv6lmsYxCmyjPfZA,United Kingdom,SE15 5QN,London,England,Greater London,SE15 5QN,SE15 5QN,1,,,,,,,,,,,,,
616,ChIJyV5LXgMPdkgRl5Kl8sVW7BQ,Putney Leisure Centre,"Dryburgh Rd, London SW15 1BL, UK",51.4636562,-0.2286599,Monday: 6:30?AM?–?10:30?PM; Tuesday: 6:30?AM?–?10:30?PM; Wednesday: 6:30?AM?–?10:30?PM; Thursday: 6:30?AM?–?10:30?PM; Friday: 6:30?AM?–?10:30?PM; Saturday: 7:30?AM?–?5:30?PM; Sunday: 7:30?AM?–?7:30?PM,https://www.placesleisure.org/centres/putney-leisure-centre/?utm_source=gmb&utm_medium=button&y_source=1_Njc0OTcwMzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+44 20 8785 0388,3.7,792,"cafe,establishment,food,gym,health,point_of_interest,school",OPERATIONAL,"Member and walk-in leisure centre with group exercise classes, a gym and swimming pool",https://maps.google.com/?cid=1507675383441756823,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJyV5LXgMPdkgRl5Kl8sVW7BQ,9C3XFQ7C+FG,"FQ7C+FG London, UK",,AciIO2dG0m-xLJdO0wmrJlD71zz1FWD7CoWkFDaQ4NwkIYLWPzrCVrrUudLVlfUtDEGlqEP97VD2i8w3V0pePkO26-MD6YhxP9RntxmLnAz2SSjPrVEi4QsD81HG-46SvQyXbuUw2lcCORz4_fBYf_e9hdnq_i8kLGZSykQlEOHdto6D6g978oUmB5O3c_K2aWxsOLq6SRr7Cu_ChKOV7vd8jbiDlOZdEF3DKsaOkfWt0jZXBYpD93L3iloU2gFIKD_yYhPlSDJwJiAgaDXlqiDG6RyJRHYGSQeyGT7KefdTgKbgvQ,United Kingdom,SW15 1BL,London,England,Greater London,SW15 1BL,SW15 1BL,1,,,,,,,,,,,,,
617,ChIJMQRc5n6n2EcRf8Rf5obJo9s,Leytonstone Leisure Centre,"Cathall Rd, London E11 4LA, UK",51.5599727,0.004477,Monday: 6:30?AM?–?10:00?PM; Tuesday: 6:30?AM?–?10:00?PM; Wednesday: 6:30?AM?–?10:00?PM; Thursday: 6:30?AM?–?10:00?PM; Friday: 6:30?AM?–?10:00?PM; Saturday: 8:00?AM?–?5:00?PM; Sunday: 8:00?AM?–?5:00?PM,https://www.better.org.uk/leisure-centre/london/waltham-forest/leytonstone-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+44 20 8539 8343,4.1,503,"amusement_park,establishment,gym,health,point_of_interest,spa",OPERATIONAL,,https://maps.google.com/?cid=15826715096737891455,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJMQRc5n6n2EcRf8Rf5obJo9s,9F32H253+XQ,"H253+XQ London, UK",,AciIO2eiL0oS21NPQf2jFmhkRQQu_tKA9udmGnokqIa_aEgRrtaI7k2-pTzweUnlfXxlaC0fVAAyNP-T-u9tVq6kYiWAqwlcSEm4l61zNph9yjDCs5ga7mLSXx-xIXaJuMcHrhNWMqqzMOXYabipAAOkJzRyCUUUyELNuSJMST9zgxVPr3dyIAcHKwZIWiMi2DhaiLNDOhtLP6io8IKFngM2SVWroZOclMQq-fPAmwFaZ3QiTQ7VfLHMa5TtH6XAQJ9FFwuEKWVJjHFvPK_hvBHp8NOC6iF-O0hxQQQcNw11Eqy-tg,United Kingdom,E11 4LA,London,England,Greater London,E11 4LA,E11 4LA,1,,,,,,,,,,,,,
618,ChIJIUrAKwgbdkgREWMrQAhjB-8,"Santander Cycles: The Tennis Courts, The Regent's Park","London NW1 4NS, UK",51.525367,-0.153463,,,,3.5,6,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=17223844186989224721,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJIUrAKwgbdkgREWMrQAhjB-8,9C3XGRGW+4J,"GRGW+4J London, UK",,AciIO2dQ22f4xs1WCCFkNYwmR_2JT4ABMU7Rc5HBiW3tRHgNRRPs1UE9E_jW8-bQxCScNNKNs_0_w98mWqqV3vyhenKDWIIchF60hCTN7ac7_JfqeN4xW8An_OfUHBtOkGAL-GI_3whayqB6isetPMDt2fBr4NddkJoiIOLd2fyMSsdatX3YT-EPVfJjtdatOVJgniN7iM0ZFjsCxaPfFDT8DKCCvu55Upxrr2J8xZbIOanj5ozcAMGRdDNLJGbqJy2Dh6az8NcDF4uczcAP9OC4YWy9C4o_Z3EvPzRAeL_nzsvEuzNsB9Hz5rqUVXm0Agj0l9bcIrkAtAzWR8vQe07S1D8FpECRk7ka7UhY3qR-HQA4070vOo3x5RYuWXOPo696jEk5fgN735JMECgeUiNrtE5qhxRwIxpbbAHC23Lou3nDcnA,United Kingdom,NW1 4NS,London,England,Greater London,NW1 4NR,NW1 4NS,0,,,,,,,,,,,,,
619,ChIJ0ctT64MMdkgRN8lTZIFuyB4,Sport St Mary's,"Waldegrave Rd, Strawberry Hill, Twickenham TW1 4SX, UK",51.4348465,-0.3360573000000001,Monday: 6:30?AM?–?10:00?PM; Tuesday: 6:30?AM?–?10:00?PM; Wednesday: 6:30?AM?–?10:00?PM; Thursday: 6:30?AM?–?10:00?PM; Friday: 6:30?AM?–?10:00?PM; Saturday: 8:00?AM?–?8:00?PM; Sunday: 8:00?AM?–?8:00?PM,http://www.stmarys.ac.uk/sport/,+44 20 8240 4334,4.7,33,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=2218144318493018423,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ0ctT64MMdkgRN8lTZIFuyB4,9C3XCMM7+WH,"CMM7+WH Twickenham, UK",,AciIO2dB_YDBR6el4fLMXFi7Dhg3MOy8P6jKXEZCBZXXR4lYBbfDkpccDl9X9qyfoPqPZao6kpuP3_Ok79uLRQC3yQxMVfMr_LiNRe7_dEotzbjDsfg1GPqMjSMMCtGVgVEkavX34OwhHXRUlL_RjOUtnoIu06z9z7N2cJzz-l1WxKg1rfGzuGvpFWF2w86mHYCHW6AmUfPTCaK-TgYKSP9cxSts4374lWFBFpF8RmBD9TTTVm33FKPD5I9AVjc-h653AuNI172nlz5i4krOiu8A6LyQkzQhXp0wcdmDmnUMiNoW0g,United Kingdom,TW1 4SX,Twickenham,England,Greater London,TW1 4SX,TW1 4SX,1,,,,,,,,,,,,,
620,ChIJ3aHLWX272EcR2obPUjd6Nlk,Oxygen Romford,"Spilsby Rd, Harold Hill, Romford RM3 8SB, UK",51.598819,0.224815,"Monday: 9:30?AM?–?1:30?PM, 3:30?–?7:00?PM; Tuesday: 9:30?AM?–?1:30?PM, 3:30?–?7:00?PM; Wednesday: 9:30?AM?–?1:30?PM, 3:30?–?7:00?PM; Thursday: 9:30?AM?–?1:30?PM, 3:30?–?7:00?PM; Friday: 9:30?AM?–?1:30?PM, 3:30?–?7:00?PM; Saturday: 9:00?AM?–?7:00?PM; Sunday: 9:00?AM?–?7:00?PM",https://oxygenactiveplay.co.uk/activity-parks/romford/?utm_source=google&utm_medium=seo&utm_campaign=gmb,+44 20 8050 1315,4.2,1074,"establishment,point_of_interest,school",OPERATIONAL,,https://maps.google.com/?cid=6428459896149083866,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ3aHLWX272EcR2obPUjd6Nlk,9F32H6XF+GW,"H6XF+GW Romford, UK",,AciIO2fwdpFnPQinScz7x35_h3wXa6xS32NCs9ChpILHYEIwG_WxaBezRc3JmeQkLIPcBoFb62GXv3qf6iZ65Y4SHasc1SuPXCOU1Pyzi_AT7JUulf--PnIzZYTcZuItKggyTyKk2iQAtSgtZ508eQD8m0ZYn0lxwlEfLqYnuOekEQKnHorjYUhu3ll7HtTUjn3NWnuSVMiYT2kJGc4EPLoxu077cCa8-Tn88Zcs8WC0RggNWHdTuo5gfmxM1nqfxHLBRlBoyHiWLhXN9Z1u_N8B_Xo0BpVqK2C_-6RucyAQ0fQRrw,United Kingdom,RM3 8SB,Romford,England,Greater London,RM3 8SB,RM3 8SB,1,,,,,,,,,,,,,
621,ChIJK2JVQIdtdkgR5DpNeDDCstc,Ruislip Running Club,"Kings College Rd, Ruislip HA4 7JZ, UK",51.58204869999999,-0.4199207,Monday: 6:00?–?8:00?PM; Tuesday: 6:00?–?8:00?PM; Wednesday: 6:00?–?8:00?PM; Thursday: 6:00?–?8:00?PM; Friday: 6:00?–?8:00?PM; Saturday: Closed; Sunday: 8:00?AM?–?12:00?PM,http://www.ruislip-rc.org.uk/,,4.8,13,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=15542698777441549028,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJK2JVQIdtdkgR5DpNeDDCstc,9C3XHHJJ+R2,"HHJJ+R2 Ruislip, UK",,AciIO2evjFoZx5WjqiBI0ZGHI80itzWFZrI0lXfsCykrcu5mLMYsU5kFdLTBHy7qxG1Kb3Pv9_HcO1dq21EqClXQcvf1o2Sgt-tPMVIfnLVbDG89iB7D6jSrUmMEBf_s5jdL1OCXoHI37mos8YbsVkz_vOfQtByOqKSPxZjt4Dxt0_F8LcvoPp8K_MzJcuM3ZBcI5tq3QLvFlpQxEsaHBmoLE10b9wIM6OkFwmDzC4MDcZHUFA7ADc0in-R1NTPe6pXxZyzYFMvRYCTVkeegRXndRo0oPKHhGycAG3N5Y9gJPjBmjQ,United Kingdom,HA4 7JZ,Ruislip,England,Greater London,HA4 0JE,HA4 7JZ,0,,,,,,,,,,,,,
622,ChIJx6tadqSu2EcRahoIPQUh3CE,Burnt Ash (Bexley) HC - Hurstmere School Pitch,"Sidcup DA15 9AH, UK",51.4379812,0.1111427,,http://www.pitchero.com/clubs/burntashhc/,+44 1322 524159,4,1,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=2439861404510460522,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJx6tadqSu2EcRahoIPQUh3CE,9F32C4Q6+5F,"C4Q6+5F Sidcup, UK",,AciIO2dNuPa09TMJRrnrXeSzSguZVXhUZUMyZLQHhcRoa1YFKn9AdMDRZALtavOy5TCediwcXN6A0m77dNpVaPsSF-VwLRkysJTVUQzbOPKHN9PEPwQOVuERTPURKlJ0YQh61e_LNHLgea9OxijhkAK74bO_111LgMi7V0vHBIE-AxuhvGVUkxnQsuNUykWja_iDJYY422o5wrorIICk27X5ppgmEo28a06CLXD32y62SDGzvo6OYcq7REf_5jmRfTqbvkdZuvuuvuk4whhI_emSZRD7Zhz13M96dTOs5hZTsCK3EXf6zwQVap_mDNN_yY7UTIJjGJqp_AnAi7baWT9K2P0cklIzQ46dmyaMflfd1lNuyt5AAtila2TaI0TBU8uuCoN80qSqmPgPyYggCYGBYsgxwiZW-WrMdlPkwWNtuDiPYVlneaZxvU2S8anuWzSg,United Kingdom,DA15 9AH,Sidcup,England,Greater London,DA15 9AW,DA15 9AH,1,,,,,,,,,,,,,
