source,source_id,name,category,subcategory,description_short,description_full,website,phone,email,facebook,other_contact,full_address,postcode,city,region,local_authority,service_area,days_open,opening_hours,appointment_needed,response_time,cost_type,specific_cost,insurance_accepted,financial_assistance,age_range,conditions_supported,referral_required,diagnosis_required,specific_services,physical_access,communication_access,sensory_friendly,organization_type,neurodivergent_led,cqc_rating,status,last_verified,verified_by,data_source,internal_notes,latitude,longitude,coordinates,content
lag_map,,"Lambeth - Inclusion London
Training and Support",Local Support Services and Groups,,,"336 Brixton Road
London SW9 7AA
Phone: 020 7237 3181
Text: 0771 839 4687
Email: info@inclusionlondon.org.uk
https://www.inclusionlondon.org.uk/training-and-support/",https://inclusionlondon.org.uk/training-and-support,,,,,"Inclusion London supports over 70 Deaf and Disabled Organisations working across every London borough. Through these organisations, our reach extends to over 70,000 Disabled Londoners.",SW9 7AA,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4683945,-0.112965400000007,"-0.112965400000007,51.4683945,0","Inclusion London supports over 70 Deaf and Disabled Organisations working across every London borough. Through these organisations, our reach extends to over 70,000 Disabled Londoners.

336 Brixton Road
London SW9 7AA

Phone: 020 7237 3181
Text: 0771 839 4687
Email: info@inclusionlondon.org.uk

https://www.inclusionlondon.org.uk/training-and-support/"
lag_map,,Lewisham- Community Hub,LAG Charity Community Café Sites,,,"Third Floor, Romer House, 132 Lewisham High Street
London
Greater London
se13 6ee
Tel: 0800 085 3328",,,,,,Specialist support for people with disabilities to find and stay in work. Support for young people.,SE13 6EE,Specialist support for people with disabilities to find and stay in work. Support for young people.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4614851,-0.0110541999999896,"-0.0110541999999896,51.4614851,0","Specialist support for people with disabilities to find and stay in work. Support for young people.

Third Floor, Romer House, 132 Lewisham High Street
London
Greater London
se13 6ee

Tel: 0800 085 3328"
lag_map,,"Lewisham-
PLUS Services",Employment and Skills Services,,,"PLUS
6 Belmont Hill,
Lewisham,
SE13 5BD
Tel: 020 8297 1250
Email Us: admin2@plus-services.org
Website: http://www.plus-services.org/
PLUS is a south east London based charity providing residential, respite, leisure and employment services for adults with learning disabilities.",https://plus-services.org,,,,,London,SE13 5BD,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4628273,-0.0074831,"-0.0074831,51.4628273,0","PLUS
6 Belmont Hill,
Lewisham,
London
SE13 5BD

Tel: 020 8297 1250
Email Us: admin2@plus-services.org

Website: http://www.plus-services.org/

PLUS is a south east London based charity providing residential, respite, leisure and employment services for adults with learning disabilities."
lag_map,,"Maidstone-
Burgess Autistic Trust",National Autistic Society Branches,,,"Registered Address:
Burgess Autistic Trust
mcch
One Hermitage Court
Maidstone
ME16 9NT
Our office is open from 10:00 to 16:00, Monday, Wednesday, Thursday and Friday.
Tel: 020 8464 2897
Email: info@burgessautistictrust.org.uk
About the Independent Lifestyles Service.
This is a support service for individuals with an Autistic Spectrum Condition (ASC) living in the community. It offers individualised support packages based upon the individuals needs. The service has been running for over 10 years.
The service operates across South East London, offering ASC specific, needs led, person centred support and:
- Is registered as a Personal Care Service with the Care Quality Commission
- Offers flexible, person centred support, seven days a week
- Offers support with daily skills such as budgeting, shopping, cooking and cleaning
- Helps to motivate individuals with personal care and developing self esteem
- Offers support to develop social and leisure activities and interests
- Offers support to access educational and work opportunities
- Supports individuals, with great success, in supported living accommodation. There has been staggering progress made by several of our supported living tenants.",,,,,,Hermitage Lane,ME16 9NT,Hermitage Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2783946,0.478794600000015,"0.478794600000015,51.2783946,0","Registered Address:
Burgess Autistic Trust
mcch
One Hermitage Court
Hermitage Lane
Maidstone
ME16 9NT

Our office is open from 10:00 to 16:00, Monday, Wednesday, Thursday and Friday. 

Tel: 020 8464 2897

Email: info@burgessautistictrust.org.uk

About the Independent Lifestyles Service.
This is a support service for individuals with an Autistic Spectrum Condition (ASC) living in the community. It offers individualised support packages based upon the individuals needs. The service has been running for over 10 years.

The service operates across South East London, offering ASC specific, needs led, person centred support and:

- Is registered as a Personal Care Service with the Care Quality Commission
- Offers flexible, person centred support, seven days a week 
- Offers support with daily skills such as budgeting, shopping, cooking and cleaning 
- Helps to motivate individuals with personal care and developing self esteem 
- Offers support to develop social and leisure activities and interests
- Offers support to access educational and work opportunities
- Supports individuals, with great success, in supported living accommodation. There has been staggering progress made by several of our supported living tenants."
lag_map,,"Merton- United Response Support
(Employment/Education)",Employment and Skills Services,,,"United Response,
Highland House,
165 Broadway,
Wimbledon
SW19 1NE
Tel: 020 8246 5200,
email: info@unitedresponse.org.uk
Website: https://www.unitedresponse.org.uk
How we support autistic people
Everyone has different likes and dislikes, needs and wishes. So, we put you at the centre of your support and build our support around you – not the other way round.
We will get to know you and to understand how you communicate and experience the world so that we can find out what support you need and what you want to do in your life. We will also get to know your routines, likes and dislikes so that we can help you to become more independent and live a fulfilling and happy life.
We can provide you with as much or as little support as you want, in many different ways such as:
-In your own home, in your family home or in shared accommodation.
-With your personal care, housework and finances.
-With employment, at college or university.
-Getting out and about.
-Going on holiday or pursuing your hobbies and pastimes.
https://www.unitedresponse.org.uk/autism?gclid=Cj0KCQjw_o7NBRDgARIsAKvAgt2qdEQqW5zYqvHWxU4j0vbAnLnBQFAC3ez0Ff6hu5FCq-cKS6BaQT0aAsFIEALw_wcB",https://unitedresponse.org.uk,,,,,We support many people who are on the autistic spectrum – some are able to live independent lives with a small amount of support while others require specialist full-time support.,SW19 1NE,We support many people who are on the autistic spectrum – some are able to live independent lives with a small amount of support while others require specialist full-time support.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4189212,-0.198377899999969,"-0.198377899999969,51.4189212,0","We support many people who are on the autistic spectrum – some are able to live independent lives with a small amount of support while others require specialist full-time support.

United Response,
Highland House,
165 Broadway, 
Wimbledon 
SW19 1NE

Tel: 020 8246 5200, 

email: info@unitedresponse.org.uk

Website: https://www.unitedresponse.org.uk

How we support autistic people

Everyone has different likes and dislikes, needs and wishes. So, we put you at the centre of your support and build our support around you – not the other way round.

We will get to know you and to understand how you communicate and experience the world so that we can find out what support you need and what you want to do in your life. We will also get to know your routines, likes and dislikes so that we can help you to become more independent and live a fulfilling and happy life. 

We can provide you with as much or as little support as you want, in many different ways such as:

-In your own home, in your family home or in shared accommodation.
-With your personal care, housework and finances.
-With employment, at college or university.
-Getting out and about.
-Going on holiday or pursuing your hobbies and pastimes.

https://www.unitedresponse.org.uk/autism?gclid=Cj0KCQjw_o7NBRDgARIsAKvAgt2qdEQqW5zYqvHWxU4j0vbAnLnBQFAC3ez0Ff6hu5FCq-cKS6BaQT0aAsFIEALw_wcB"
lag_map,,"Newham-
Ellingham Employment Services",Employment and Skills Services,,,"Ellingham Employment Services
Road
E15 2AU
Tel: 020 8519 5234
email: enquiries@ellingham.org.uk
website: http://www.ellingham.org.uk
About Ellingham Employment Services
Ellingham Employment Services Ltd. is a registered charity and company limited by guarantee, established in 1984.
We support people with disabilities within two main areas of speciality:
-Day Opportunities
-Employment Programmes
Ellingham are pioneering meaningful and empowering services for people with learning disabilities. Our I Can Ventures day opportunity service is a bold new vision. We want to do away with the mediocrity of traditional day services. Why should people with learning disabilities accept second best when choosing services?
We support individuals to learn and develop vocational and life skills, whilst enjoying social interaction and the chance to participate in fun, positive and constructive activities.
Employment Programmes
We work with people with a wide range of disabilities that may make it difficult for them to find employment and run programmes designed to assist them into work. In addition we provide advice and support to employers to help them employ and retain people with disabilities.
-Work Choice
-Work Programme
-Work Smart
-Access to Work
We are experts in this field of work, with a team of dedicated professionals who are experienced in integrating people with disabilities into the workplace.",https://ellingham.org.uk,,,,,5-11 Ellingham Road,E15 2AU,5-11 Ellingham Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5526301,-0.000200299999960407,"-0.000200299999960407,51.5526301,0","Ellingham Employment Services
5-11 Ellingham Road
Road
E15 2AU

Tel: 020 8519 5234
email: enquiries@ellingham.org.uk

website: http://www.ellingham.org.uk

About Ellingham Employment Services
Ellingham Employment Services Ltd. is a registered charity and company limited by guarantee, established in 1984.

We support people with disabilities within two main areas of speciality:

-Day Opportunities
-Employment Programmes

Ellingham are pioneering meaningful and empowering services for people with learning disabilities. Our I Can Ventures day opportunity service is a bold new vision. We want to do away with the mediocrity of traditional day services. Why should people with learning disabilities accept second best when choosing services?

We support individuals to learn and develop vocational and life skills, whilst enjoying social interaction and the chance to participate in fun, positive and constructive activities.

Employment Programmes
We work with people with a wide range of disabilities that may make it difficult for them to find employment and run programmes designed to assist them into work. In addition we provide advice and support to employers to help them employ and retain people with disabilities.

-Work Choice
-Work Programme
-Work Smart
-Access to Work

We are experts in this field of work, with a team of dedicated professionals who are experienced in integrating people with disabilities into the workplace."
lag_map,,Reading- AutAngel Gardening group,Unknown Category,,,"AutAngel is a community interest company run by and for autistic people.
We develop and help others develop autistic run projects, and we publicise autistic-run ventures and events of interest to autistic people.",,,,,,"AutAngel is running a weekly allotment group in Reading. To join or learn more about this group, email: caroline@autangel.org.uk",,email: caroline@autangel.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4542645,-0.978130299999975,"-0.978130299999975,51.4542645,0","AutAngel is running a weekly allotment group in Reading. To join or learn more about this group, email: caroline@autangel.org.uk

AutAngel is a community interest company run by and for autistic people.

We develop and help others develop autistic run projects, and we publicise autistic-run ventures and events of interest to autistic people."
lag_map,,Richmond- Choice Support,Local Support Services and Groups,,,"Where we meet
We can meet you at a location that is convenient for you. Whether it's a cafe, library or college, we'll make sure it's a place you feel comfortable to talk.
Need support?
You can contact us directly or speak to your Learning Disability or Mental Health Team.
https://www.choicesupport.org.uk/find-support/find-support-near-you/richmond-wandsworth
How we can help
We will work with you to write an individual support plan with goals and timescales.
We will look at your work goals and provide support to develop your skills. This could mean doing work trials, work experience, education, training or voluntary work.
We run job clubs so that you can meet others who may be looking for work.
We will signpost you to organisations or resources to support particular needs.
We will provide flexible support depending on where you are on your employment journey.",https://choicesupport.org.uk/find-support/find-support-near-you/richmond-wandsworth,,,,,"We can support you if you live in the London Boroughs of Richmond Upon Thomas or Wandsworth and have autism, a learning disability, mental health needs, a sensory impairment or a physical disability.",,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4632798,-0.301746200000025,"-0.301746200000025,51.4632798,0","Where we meet
We can meet you at a location that is convenient for you. Whether it's a cafe, library or college, we'll make sure it's a place you feel comfortable to talk.

Need support?
We can support you if you live in the London Boroughs of Richmond Upon Thomas or Wandsworth and have autism, a learning disability, mental health needs, a sensory impairment or a physical disability.

You can contact us directly or speak to your Learning Disability or Mental Health Team.

https://www.choicesupport.org.uk/find-support/find-support-near-you/richmond-wandsworth

How we can help
We will work with you to write an individual support plan with goals and timescales.
We will look at your work goals and provide support to develop your skills. This could mean doing work trials, work experience, education, training or voluntary work.
We run job clubs so that you can meet others who may be looking for work.
We will signpost you to organisations or resources to support particular needs.
We will provide flexible support depending on where you are on your employment journey."
lag_map,,Romford Autism Hub Sycamore Trust,Autism Friendly Entertainment,,,"The hub will work with partners at local hospitals, GP surgeries, dentists and other health service provders to achieve these outcomes.
The hub will develop services in partnership with local colleges and the job centre to support adults with Autism who are not in education, employment ot training and assis them through the application process to enrol on local training courses.
Autism Hub
Unit H14,
Laurie Walk,
Romford,
Essex,
RM1 3RT
Opening Times:
Wed - Fri 10:00am - 4:00pm
Saturday 10:00am - 12:00pm
enquiries@sycamoretrust.org.uk
http://www.sycamoretrust.org.uk/our-services/adult-services",https://sycamoretrust.org.uk/our-services/adult-services,,,,,"The Autism hub is about putting Havering residents with Autism in control of the delivery and accessibility of local services and opportunities. The hub will focus on better health outcomes by supporting adults with Autism to focus on resilience, support netowrks and coping strategies.",RM1 3RT,support netowrks and coping strategies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.579404,0.183759900000041,"0.183759900000041,51.579404,0","The Autism hub is about putting Havering residents with Autism in control of the delivery and accessibility of local services and opportunities. The hub will focus on better health outcomes by supporting adults with Autism to focus on resilience, support netowrks and coping strategies.

The hub will work with partners at local hospitals, GP surgeries, dentists and other health service provders to achieve these outcomes.

The hub will develop services in partnership with local colleges and the job centre to support adults with Autism who are not in education, employment ot training and assis them through the application process to enrol on local training courses.

Autism Hub
Unit H14,
 Laurie Walk,
Romford,
Essex,
RM1 3RT

Opening Times:
Wed - Fri 10:00am - 4:00pm
Saturday 10:00am - 12:00pm

enquiries@sycamoretrust.org.uk

http://www.sycamoretrust.org.uk/our-services/adult-services"
lag_map,,Sidcup- Social Enterprise Employment Company (SEEC),Employment and Skills Services,,,"SEEC
Roxby House,
20 – 22 Station Rd,
Sidcup,
Kent DA15 7EJ
Tel: 020 8302 0775
Email: info@seectruepotential.org.uk
SEEC aims to improve the quality of life, confidence and self-esteem of people with mental health problems & disabilities by helping them engage in paid work. We support residents in the London boroughs of Greenwich, Bexley, Bromley and Lewisham.",,,,,,"3rd Floor,",DA15 7EJ,3rd Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4279908,0.10158249999995,"0.10158249999995,51.4279908,0","SEEC
3rd Floor,
 Roxby House, 
20 – 22 Station Rd, 
Sidcup,
 Kent DA15 7EJ

Tel: 020 8302 0775

Email: info@seectruepotential.org.uk

SEEC aims to improve the quality of life, confidence and self-esteem of people with mental health problems & disabilities by helping them engage in paid work. We support residents in the London boroughs of Greenwich, Bexley, Bromley and Lewisham."
lag_map,,Sidcup- Avenues Trust Group,Unknown Category,,,"River House,
1 Maidstone Road,
Sidcup, Kent.
DA14 5TA
https://www.avenuesgroup.org.uk
tel: 0300 323 0405
email: info@avenuesgroup.org.uk
Avenues works with young people and adults with autism who have complex needs or behaviour that challenges. We can support people at home, to get involved in life outside the home, or, where appropriate for some adults, in residential settings.
Because everyone has different support needs and their reasons for seeking support vary, we start by building relationships with people based on trust and understanding, including with family members. People with autism often say that they can’t make sense of the world and feel like ‘tourists’ in day to day situations. We support people to feel confident about taking more control so they can make choices about their life, including social, leisure and learning or employment opportunities.",https://avenuesgroup.org.uk,,,,,The Avenues Trust Group.,DA14 5TA,The Avenues Trust Group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.418106,0.121135200000026,"0.121135200000026,51.418106,0","The Avenues Trust Group. 
River House, 
1 Maidstone Road, 
Sidcup, Kent. 
DA14 5TA

https://www.avenuesgroup.org.uk

tel: 0300 323 0405 

email: info@avenuesgroup.org.uk

Avenues works with young people and adults with autism who have complex needs or behaviour that challenges. We can support people at home, to get involved in life outside the home, or, where appropriate for some adults, in residential settings.

Because everyone has different support needs and their reasons for seeking support vary, we start by building relationships with people based on trust and understanding, including with family members. People with autism often say that they can’t make sense of the world and feel like ‘tourists’ in day to day situations. We support people to feel confident about taking more control so they can make choices about their life, including social, leisure and learning or employment opportunities."
lag_map,,"Sidcup- Choice Support
Carlton Centre",Local Support Services and Groups,,,"Based in Sidcup, we provide a wide range of opportunities for adults with autism and learning disabilities both at the centre itself and in the community.
Join Carlton
Get in touch
We help people to learn new skills and increase their confidence, through activity sessions at the centre or at community venues. We have minibuses to get to some of the venues or we use public transport.
Can we support you?
Yes, as long as you are over 18 years old and have autism or learning disabilities. You will need to pay for the activities and you can do that if you have your own funding or if you have been assessed for funding through your local council.
https://www.choicesupport.org.uk/find-support/find-support-near-you/carlton
Our activities
We decide the activities based on your feedback and your needs, and so that you can try new experiences.
We have a full programme of activities from cooking and computer skills to drama and drum beats. You will have a timetable of activities to choose from.
There is a small extra charge for some of our activities and we will tell you this when you join us.",https://choicesupport.org.uk/find-support/find-support-near-you/carlton,,,,,"If you'd like us to support you and you have funding in place, we may be able to help you.",,we may be able to help you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4248589,0.0980486999999357,"0.0980486999999357,51.4248589,0","Based in Sidcup, we provide a wide range of opportunities for adults with autism and learning disabilities both at the centre itself and in the community.

Join Carlton
If you'd like us to support you and you have funding in place, we may be able to help you.

Get in touch
We help people to learn new skills and increase their confidence, through activity sessions at the centre or at community venues. We have minibuses to get to some of the venues or we use public transport.

Can we support you?
Yes, as long as you are over 18 years old and have autism or learning disabilities. You will need to pay for the activities and you can do that if you have your own funding or if you have been assessed for funding through your local council.

https://www.choicesupport.org.uk/find-support/find-support-near-you/carlton

Our activities
We decide the activities based on your feedback and your needs, and so that you can try new experiences.

We have a full programme of activities from cooking and computer skills to drama and drum beats. You will have a timetable of activities to choose from.

There is a small extra charge for some of our activities and we will tell you this when you join us."
lag_map,,Stoke Newington- Shaw Trust,Unknown Category,,,"Shaw Trust
123 High Street
Stoke Newington
London
n16 0ph
Tel:0800 085 3137
Opening hours: Monday to Saturday, 9 am to 5 pm",,,,,,Specialist support for people with disabilities to find and stay in work.,N16 0PH,Specialist support for people with disabilities to find and stay in work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5603081,-0.0742784999999913,"-0.0742784999999913,51.5603081,0","Shaw Trust
Specialist support for people with disabilities to find and stay in work.

123 High Street
Stoke Newington
London
n16 0ph

Tel:0800 085 3137

Opening hours: Monday to Saturday, 9 am to 5 pm"
lag_map,,Sutton Choice Support Employment,Employment and Skills Services,,,"Choice Support Employment
Saint Helier Community Centre
Hill House
Morden
London
SM4 6BL
https://www.choicesupport.org.uk/find-support/find-support-near-you/sutton-supported-employment
Tel:  0203 947 8908
email:suttonemployment@choicesupport.org.uk
We work with the London Borough of Sutton to support people with autism, learning disabilities, mental health needs, physical disabilities and sensory impairments to gain and keep paid employment. This may mean paid work, work experience or voluntary work. Whatever your goal is, we'll help you to achieve it.
We can support you to:
-write your CV and fill out application forms
-search for jobs that match your skills
-prepare for interviews and attend with you, if you need the support
-identify changes or adjustments at your work
-understand your rights as an employee or volunteer.",https://choicesupport.org.uk/find-support/find-support-near-you/sutton-supported-employment,,,,,Bishopsford Road,SM4 6BL,Bishopsford Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3870713,-0.183359699999983,"-0.183359699999983,51.3870713,0","Choice Support Employment
Saint Helier Community Centre
Hill House
Bishopsford Road
Morden
London
SM4 6BL

https://www.choicesupport.org.uk/find-support/find-support-near-you/sutton-supported-employment

Tel:  0203 947 8908

email:suttonemployment@choicesupport.org.uk

We work with the London Borough of Sutton to support people with autism, learning disabilities, mental health needs, physical disabilities and sensory impairments to gain and keep paid employment. This may mean paid work, work experience or voluntary work. Whatever your goal is, we'll help you to achieve it.

We can support you to:
-write your CV and fill out application forms
-search for jobs that match your skills
-prepare for interviews and attend with you, if you need the support
-identify changes or adjustments at your work
-understand your rights as an employee or volunteer."
lag_map,,Tower Hamlets- Tower Project,Unknown Category,,,"Operating from a modern, accessible Employment and Training Hub in Bow, JET aims to increase the number of disabled people and people with long term health conditions that are in sustainable employment by providing a straight forward programme of support solutions, which will equip clients with the required tools to overcome any barriers stopping rapid progression into employment.
http://towerproject.org.uk/services/job-enterprise-and-training/
JET / Social Enterprise
Graham Smithers
Head of Services
Tower Project
Job, Enterprise and Training
Unit 2, Candy Wharf
22-32 Copperfield Road
London
E3 4RL
Tel: 020 8980 3500
Email: jet@towerproject.org.uk",https://towerproject.org.uk/services/job-enterprise-and-training,,,,,The Tower Project’s award winning Job Enterprise and Training Service (JET) is East London’s leading provider of specialist supported employment services for people with Learning Disabilities and Autism.,E3 4RL,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5137269,-0.0406308000000308,"-0.0406308000000308,51.5137269,0","The Tower Project’s award winning Job Enterprise and Training Service (JET) is East London’s leading provider of specialist supported employment services for people with Learning Disabilities and Autism.

Operating from a modern, accessible Employment and Training Hub in Bow, JET aims to increase the number of disabled people and people with long term health conditions that are in sustainable employment by providing a straight forward programme of support solutions, which will equip clients with the required tools to overcome any barriers stopping rapid progression into employment.

http://towerproject.org.uk/services/job-enterprise-and-training/

JET / Social Enterprise
Graham Smithers
Head of Services
Tower Project
Job, Enterprise and Training
Unit 2, Candy Wharf
22-32 Copperfield Road
London
E3 4RL
Tel: 020 8980 3500
Email: jet@towerproject.org.uk"
lag_map,,Wandsworth- BeyondAutism,Autism Friendly Entertainment,,,"BeyondAutism is a charity dedicated to empowering people with autism to lead fuller lives through positive educational experiences, training for the people who work with them and support for their families and carers.
Post-19 provision: taking the next steps
We believe young people with autism should:
-Have a voice
-Be involved in decision making
-Be able to contribute to society as active citizens
http://www.beyondautism.org.uk/our-services/
Contact us
email: info@beyondautism.org.uk
By post:
48 North Side Wandsworth Common
London
SW18 2SL
By phone:
020 3031 9705
(Monday – Friday 8.30am – 5pm)",https://beyondautism.org.uk/our-services,,,,,"We want to see young people with autism prepared for adulthood with a skill set that enables them to have choice and control over where and how they live, what they do and with whom.",SW18 2SL,what they do and with whom.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.458585,-0.177282900000023,"-0.177282900000023,51.458585,0","BeyondAutism is a charity dedicated to empowering people with autism to lead fuller lives through positive educational experiences, training for the people who work with them and support for their families and carers. 

Post-19 provision: taking the next steps
We want to see young people with autism prepared for adulthood with a skill set that enables them to have choice and control over where and how they live, what they do and with whom.

We believe young people with autism should:

-Have a voice
-Be involved in decision making
-Be able to contribute to society as active citizens

http://www.beyondautism.org.uk/our-services/

Contact us

email: info@beyondautism.org.uk

By post:
48 North Side Wandsworth Common
London
SW18 2SL

By phone:
020 3031 9705
(Monday – Friday 8.30am – 5pm)"
lag_map,,"Wandsworth- Share Community
Individual placement and support",LAG Charity Community Café Sites,,,"Individual placement and support - helping you find the right job
Do you live in Wandsworth?
Do you want to find a job?
If your answer to all of these questions is YES, Share's Employment Specialist can help you.
What we offer:
-Benefits advice
-A CV review and updating service
-Help with writing a covering letter and filling in application forms
-Help with your job search and advice on where to look for jobs
-Advice on how to prepare for interviews, including conducting mock interviews
-Links with potential employers in Wandsworth
We focus on the jobs you want and tailor job search sessions to meet your needs. You will receive support throughout the recruitment process to ensure you find the right job for you.
How to sign up
To take advantage of Share's FREE employment support service, you must be a Wandsworth resident with a mental health concern that is being accessed and managed by a Wandsworth community mental health team.
Ask your care coordinator or key worker to refer you to Share’s Employment Specialist, Hannah Christian, email:
hannahc@sharecommunity.org.uk,
tel: 0207 801 9823 or mobile 07445 365 365.
https://www.sharecommunity.org.uk/employment-support/individual-placement-and-support-helping-you-find-right-job
info@sharecommunity.org.uk
Share Community
64 Altenburg Gardens
London,
SW11 1JL",https://sharecommunity.org.uk/employment-support/individual-placement-and-support-helping-you-find-right-job,,,,,Do you have a long-term mental health concern?,SW11 1JL,Do you have a long-term mental health concern?,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4630249,-0.162724300000036,"-0.162724300000036,51.4630249,0","Individual placement and support - helping you find the right job

Do you live in Wandsworth?
Do you have a long-term mental health concern?
Do you want to find a job?
If your answer to all of these questions is YES, Share's Employment Specialist can help you.
What we offer:
-Benefits advice
-A CV review and updating service
-Help with writing a covering letter and filling in application forms
-Help with your job search and advice on where to look for jobs
-Advice on how to prepare for interviews, including conducting mock interviews
-Links with potential employers in Wandsworth

We focus on the jobs you want and tailor job search sessions to meet your needs. You will receive support throughout the recruitment process to ensure you find the right job for you.
How to sign up
To take advantage of Share's FREE employment support service, you must be a Wandsworth resident with a mental health concern that is being accessed and managed by a Wandsworth community mental health team.
Ask your care coordinator or key worker to refer you to Share’s Employment Specialist, Hannah Christian, email:
hannahc@sharecommunity.org.uk, 
tel: 0207 801 9823 or mobile 07445 365 365.

https://www.sharecommunity.org.uk/employment-support/individual-placement-and-support-helping-you-find-right-job

info@sharecommunity.org.uk

Share Community
64 Altenburg Gardens
London, 
SW11 1JL"
lag_map,,"Wandsworth- 
Work Choice/Work Programme",Unknown Category,,,"London
London
SW18 4LS
Tel: 0300 2472486.",,,,,,"Red Lion Square, Wandsworth High Street",SW18 4LS,Wandsworth High Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4564286,-0.197175000000016,"-0.197175000000016,51.4564286,0","Red Lion Square, Wandsworth High Street
London
London
SW18 4LS

Tel: 0300 2472486."
lag_map,,"Wandsworth-
Disabled Living Foundation",Unknown Category,,,"4th Floor, Jessica House
191 Wandsworth High Street, Red Lion Square
London
London
SW18 4LS
Tel: 0300 247 2100
Email: info@dlf.org.uk
www.dlf.org.uk",,,,,,We are the UK's leading source of impartial information and expert advice on independent living,SW18 4LS,We are the UK's leading source of impartial information and expert advice on independent living,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4564286,-0.197175000000016,"-0.197175000000016,51.4564286,0","We are the UK's leading source of impartial information and expert advice on independent living

4th Floor, Jessica House
191 Wandsworth High Street, Red Lion Square
London
London
SW18 4LS

Tel: 0300 247 2100

Email: info@dlf.org.uk

www.dlf.org.uk"
lag_map,,"Westminster- 
Kennet West Skills Centre",Employment and Skills Services,,,"-Catering and Hospitality
-Print Room Operations
-Creative Media
-Drama/Theatre Skills.
Kennet West Skills Centre
Kennet Road,
London W9 3LG
Westminster Kingsway College offers provision for 16-24 year old students with dedicated courses for students with learning disabilities and/or difficulties. These courses are designed to meet the requirements of the new Foundation Learning Framework and include an emphasis on personal and social development, life and money skills and employability skills where relevant to the student.
Students who apply for a course will undertake an assessment to make sure that they are on the right course to meet their learning needs with support provided to make sure that we help them succeed on their chosen course. Students who successfully complete the course could progress to a higher level or to voluntary or supported work.
For further information about Westminster Kingsway College’s provision for students with learning difficulties or disabilities, please contact the Programme Manager for Learners with Learning Difficulties and Disabilities at Westminster Kingsway College via 0870 060 9800 or email courseinfo@westking.ac.uk.
Westminster Kingsway College
0870 060 9800
courseinfo@westking.ac.uk
westking.ac.uk
Facebook.com/WestminsterKingsway
Twitter @Westking",,,,,,The new Kennet West Skills Centre in Westminster is an exciting new vocational skills centre in a new development for students with learning difficulties and disabilities. This new dedicated Skills Centre is opening at the Queen Elizabeth II School in conjunction with Westminster City Council. This centre will deliver vocational courses and work related opportunities for 16-25 year old students with Learning Difficulties and Disabilities in:,W9 3LG,The new Kennet West Skills Centre in Westminster is an exciting new vocational skills centre in a new development for students with learning difficulties and disabilities. This new dedicated Skills Centre is opening at the Queen Elizabeth II School in conjunction with Westminster City Council. This centre will deliver vocational courses and work related opportunities for 16-25 year old students with Learning Difficulties and Disabilities in:,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5253689,-0.202122599999939,"-0.202122599999939,51.5253689,0","The new Kennet West Skills Centre in Westminster is an exciting new vocational skills centre in a new development for students with learning difficulties and disabilities. This new dedicated Skills Centre is opening at the Queen Elizabeth II School in conjunction with Westminster City Council. This centre will deliver vocational courses and work related opportunities for 16-25 year old students with Learning Difficulties and Disabilities in:
-Catering and Hospitality
-Print Room Operations
-Creative Media
-Drama/Theatre Skills.

Kennet West Skills Centre
Kennet Road,
London W9 3LG

Westminster Kingsway College offers provision for 16-24 year old students with dedicated courses for students with learning disabilities and/or difficulties. These courses are designed to meet the requirements of the new Foundation Learning Framework and include an emphasis on personal and social development, life and money skills and employability skills where relevant to the student.
Students who apply for a course will undertake an assessment to make sure that they are on the right course to meet their learning needs with support provided to make sure that we help them succeed on their chosen course. Students who successfully complete the course could progress to a higher level or to voluntary or supported work.

For further information about Westminster Kingsway College’s provision for students with learning difficulties or disabilities, please contact the Programme Manager for Learners with Learning Difficulties and Disabilities at Westminster Kingsway College via 0870 060 9800 or email courseinfo@westking.ac.uk.
Westminster Kingsway College
0870 060 9800
courseinfo@westking.ac.uk
westking.ac.uk
Facebook.com/WestminsterKingsway
Twitter @Westking"
