record_index,name,postcode,city,website,phone,email,facebook,source,completeness,key_used,issues
174,Bromley -Playgroup for Children With Special Needs (Pre-school),BR5 1LH,Postcode	,,,,,lag_map,0.5,np,no_contact
175,Bromley & Downham Buzz Phab Club,BR1 4RD,aged between 8 years and 25 years old.,,,,,lag_map,0.5,np,no_contact
176,The Lorna Wing Centre for Autism,,We also provide advanced training to fellow practitioners on specialist diagnosis and assessment using the DISCO framework.,https://autism.org.uk/services/diagnosis.aspx,,,,lag_map,0.5,wc,
177,Parents Consortium -Bromley/Dartford,,E-mail:admin@parentsconsortium.co.uk,,,,,lag_map,0.375,nc,no_contact
178,Bromley Mencap,BR2 9JG,44 Masons Hill,https://bromleymencap.org.uk/social-leisure,,,,lag_map,0.625,wp,
179,Bushey -SEN Support Group,WD23 3AX,Bushey,,,,,lag_map,0.5,np,no_contact
180,Camden Wac Arts Advocacy Service,NW3 4QP,Wac Arts offers fully inclusive performing arts,https://wacarts.co.uk/what-we-do/inclusive,,,,lag_map,0.625,wp,
181,Camden Carers' Service,NW5 2TJ,London,,,,,lag_map,0.5,np,no_contact
182,Camden MOSAIC,NW5 2AJ,Website:http://www.cnwl.nhs.uk/service/camden-mosaic/,https://cnwl.nhs.uk/service/camden-mosaic,,,,lag_map,0.625,wp,
183,Camden  Parent / Carer Support Group,N19 5DQ,who are concerned about their child’s development/progress.,,,,,lag_map,0.5,np,no_contact
184,Camden special parents forum,,http://www.kids.org.uk/camden-special-parents-forum1,https://kids.org.uk/camden-special-parents-forum1,,,https://facebook.com/CamdenSpecialParentsForum,lag_map,0.5,wc,
185,"Camden -Coffee Mornings
 Positive Autism Support and Training",NW1 6NJ,advice on behaviour or input into your child's condition - we offer friendly and personalised support.,https://positiveautismsupportandtraining.co.uk,,,,lag_map,0.625,wp,
186,The Camden Society,NW5 3AQ,London,https://thecamdensociety.co.uk,,,,lag_map,0.625,wp,
187,Chalfont St Peter Youth Centre,SL9 9TR,louder environments.,,,,,lag_map,0.5,np,no_contact
188,Chelmsford ADHD/AS Support group,CM1 4BW,however we have provided details for situations where people are unable to contact us via email.,https://adhd-support.org.uk,,,,lag_map,0.625,wp,
189,"Chelmsford, Essex. 
Apex Parent Support Group",CM2 8RW,Slades Lane,https://apexparentsupportgroup.co.uk/index.php/meeting-dates,,,,lag_map,0.625,wp,
190,"Chelmsford,
Essex- Families InFocus",,A specialist one-stop information and advice service and helpline.,https://familiesinfocusessex.org.uk,,,,lag_map,0.5,wc,
191,"Chelmsford,
Essex.
InterAct",CM2 7PX,Chelmsford,https://interact.org.uk,,,,lag_map,0.625,wp,
192,"Chelmsford,
 Essex.
Mencap",CM2 0DZ,City of Chelmsford Mencap,https://mencap.org.uk/group/488,,,,lag_map,0.625,wp,
193,Chertsey -Little Stars Playgroup,KT16 0AE,Just £5 per session,,,,,lag_map,0.5,np,no_contact
194,Chesham SPACE Support,,Website: http://www.spacepage.co.uk,https://spacepage.co.uk,,,,lag_map,0.5,wc,
195,Chesham- Chiltern Music Therapy,HP5 1DE,Stones Courtyard,https://chilternmusictherapy.co.uk,,,,lag_map,0.625,wp,
196,City of London- Barbican Squish Space sensory play,,creative activities for you to enjoy at home.,https://facebook.com/groups/2920435984899618,,,https://facebook.com/groups/2920435984899618,lag_map,0.5,wc,
197,City of London Parent Carer Forum,,London,https://cityparentcarers.org,,,https://facebook.com/groups/1238004562951520/about,lag_map,0.5,wc,
198,"City of London- Coffee mornings
City of London Parent Carer Forum",EC3A 5DE,Coffee mornings on the 1st Thursday of every month.,https://fyi.cityoflondon.gov.uk/kb5/cityoflondon/fyi/site.page,,,,lag_map,0.625,wp,
199,Crawley Autism Support,,E-mail: admin@autismsupportcrawley.co.uk,,,,,lag_map,0.375,nc,no_contact
200,Cricklewood -Carers Advice Clinic,NW2 6TU,10 am - 1 pm.,,,,,lag_map,0.5,np,no_contact
201,Croydon Carers Support Centre,CR0 1PB,24 George Street,https://carersinfo.org.uk/about-us/carers-support-centre,,,,lag_map,0.625,wp,
202,Croydon- Jubilee Chill’n’Chat Group,CR2 8HD,child does not need to have a formal diagnosis for you to attend these sessions.,,,,,lag_map,0.5,np,no_contact
203,Croydon- Knots Arts Youth Club,SE25 6XX,Knots Arts Friday night Youth Club in Croydon takes place at the Samuel Coleridge Taylor Centre near Norwood Junction station and is for young people aged 13 – 25 years old with a social communication difficulty.,https://knotsarts.com/youth-groups/youth-club-croydon,,,,lag_map,0.625,wp,
204,Croydon- Mencap,CR7 7HU,London,https://croydonmencap.org.uk/services,,,,lag_map,0.625,wp,
205,Disability Croydon,,http://disabilitycroydon.org.uk/?page_id=16,https://disabilitycroydon.org.uk,,,,lag_map,0.5,wc,
206,Inaspectrum meetings and coffee morning -Croydon,CR0 1JE,(opp croydon Police station),https://inaspectrum.com/meetings-in-croydon,,,,lag_map,0.625,wp,
207,Croydon- Nordoff Robbins Music Therapy,CR0 2HN,Andrew Lloyd Webber Foundation Nordoff Robbins Unit.,https://nordoff-robbins.org.uk,,,,lag_map,0.625,wp,
208,Croydon- Parents in Partnership,CR0 1PB,the local authority and other service providers.,https://pipcroydon.com,,,,lag_map,0.625,wp,
209,"South Croydon/Elmbridge
Special Help 4 Special Needs",CR3 0BL,ADHD/ADD and Developmental Delay.,https://shsn.co.uk,,,,lag_map,0.625,wp,
210,"Crowthorne Phab Club
Wellington College",RG45 7PU,Wellington College Phab Club,https://phab.org.uk,,,,lag_map,0.625,wp,
211,Sycamore Trust (was PACT) -Dagenham,,Sycamore Trust (was PACT),,,,,lag_map,0.375,nc,no_contact
212,Dartford -Carers First,DA1 5ND,Swanley,https://carersfirst.org.uk,,,,lag_map,0.625,wp,
213,Dartford Fathers' Club,,Provides support and guidance for fathers of children who have autism. There are two support groups: Dartford North West Kent Area - Tel: 01322 668 501 - meets monthly (except August) and Maidstone Mid Kent Area,,,,,lag_map,0.375,nc,no_contact
214,Deptford- Alma autism,,London,,,,,lag_map,0.375,nc,no_contact
215,Contact a Family -Ealing and Southall,,http://www.cafamily.org.uk/advice-and-support/in-your-area/offices/ealing-and-southall/,https://cafamily.org.uk/advice-and-support/in-your-area/offices/ealing-and-southall,,,,lag_map,0.5,wc,
216,Ealing Carers’ Centre,W3 8PH,1 Edgecote Close,https://ecil.org/index.asp,,,,lag_map,0.625,wp,
217,Ealing Mencap Lido Centre,W13 9LA,London,https://ealingmencap.org.uk,,,,lag_map,0.625,wp,
218,"Ealing- Parents ADHD Support Group
Grange Children's Centre",,We have drop in surgery/ coffee morning twice a month at the Grange Children's Centre in Ealing.,,,,,lag_map,0.375,nc,no_contact
219,Ealing Parent Carer Forum,,The Ealing Parent Carer Forum (EPCF) is much more than just a place to talk and share views.,https://epcf.org.uk,,,,lag_map,0.5,wc,
220,Ealing Specialist Advice Service (ESAS),,confidential advice to carers or adults with additional needs in Ealing.,https://ealingsas.org.uk,,,,lag_map,0.5,wc,
221,"Ealing- Connect Women’s Group
ASSIST London",W5 2NH,Connect is a social group for all those who identify as women on the autism spectrum. It is a relaxing space for people to meet and socialise with one another and plan and participate in running a variety of activities.,,,,,lag_map,0.5,np,no_contact
222,Ealing- Ealing Music Therapy,W13 0DB,Ealing Music Therapy offers music therapy sessions to children and young people in various schools in the Borough of Ealing who have special needs or any kind of difficulty.,https://ealingmusictherapy.org,,,,lag_map,0.625,wp,
223,The Larches Trust -Edgware,HA8 7LF,UK,,,,,lag_map,0.5,np,no_contact
224,"Edgware- ADDISS, The National Attention Deficit Disorder Information and Support Service.",HA8 9HL,sufferers and professionals in the fields of ADHD and related learning and behavioural difficulties. All our activity is supported by our Professional Board of expert advisers.,https://addiss.co.uk,,,,lag_map,0.625,wp,
225,Enfield Advisory Service for Autism,EN3 5PA,Bell Lane,https://enfieldasa.org.uk,,,,lag_map,0.625,wp,
226,Enfield Carers Centre,EN1 3JL,Enfield,,,,,lag_map,0.5,np,no_contact
227,Enfield NAS Adult Social Group,N13 4PP,London,https://enfieldnas.org.uk/adult-social-group.html,,,,lag_map,0.625,wp,
228,Enfield Disability Action,N9 0PZ,311 Fore Street,https://e-d-a.org.uk,,,,lag_map,0.625,wp,
229,Enfield Mencap,N9 8LW,1 Foxglove Close,https://enfieldmencap.org.uk,,,,lag_map,0.625,wp,
230,Enfield- Playtedz Holiday Respite Club,EN3 5BY,,https://durants.enfield.sch.uk/page,,,,lag_map,0.5,wp,
231,Enfield-Our Voice,,https://www.ourvoiceenfield.org.uk,https://ourvoiceenfield.org.uk,,,,lag_map,0.5,wc,
232,Enfield -Unity 70 Phab Club,EN1 1DS,Unity 70 Phab Club,https://phab.org.uk,,,,lag_map,0.625,wp,
233,Enfield -Zebras Childrens Club,EN1 4HW,Zebras Childrens Club,https://zebrasclub.org,,,,lag_map,0.625,wp,
234,In-Clued -East Sussex,,E-mail:Inclued.community@gmail.com,,,,,lag_map,0.375,nc,no_contact
235,Carer Support Elmbridge,KT12 2TZ,E-mail: info@carersupportelmbridge.org.uk,,,,,lag_map,0.5,np,no_contact
236,Epsom and Ewell Phab youth club,KT17 3DS,dance and music on Friday club evening.,https://phab.org,,,,lag_map,0.625,wp,
237,Epping Forest Phab Club,IG8 0RF,Epping Forest Phab Club,https://eppingforest.phab.org.uk,,,,lag_map,0.625,wp,
238,Essex carers’ Support,CO15 1NZ,Enable carers to have choice and control.,https://essexcarerssupport.org.uk,,,,lag_map,0.625,wp,
239,Essex Family Forum,,our Local Authority and health commissioners aiming for quality outcomes that meet the needs of all our families. We will also be part of the Eastern region and national network of forums.,https://essexfamilyforum.org,,,,lag_map,0.5,wc,
240,Essex- Loughton Weekly Group to play learn and chat.,IG10 2JD,chat and learn from others. Or just take time to relax and socialise.,,,,,lag_map,0.5,np,no_contact
241,"Essex 
SAFE (Supporting Asperger Families in Essex)",CM2 9QY,including the unitaries of Southend and Thurrock.,https://aspergers.org.uk,,,,lag_map,0.625,wp,
242,Supporting Aspergers Families in Essex (SAFE),SS6 9AU,including the unitaries of Southend and Thurrock.,,,,,lag_map,0.5,np,no_contact
243,"Essex 
Phab You & Us Club
Nazeing",EN9 2SF,Nazeing Phab You & Us Club,https://phab.org.uk,,,,lag_map,0.625,wp,
244,Essex- Uniting Friends,IG4 5EG,Uniting Friends is a social inclusion project for adults with a learning disability.,https://unitingfriends.org.uk,,,,lag_map,0.625,wp,
245,"Farnborough -Reach up Reach out 
Support Group for families of children with additional needs.",GU14 8HW,Moor Road,,,,,lag_map,0.5,np,no_contact
246,Gillingham- Autism Womens Group (Kent Autistic Trust),ME7 5AE,therefore we would be unable to offer this group to people who have support through the Learning Disability team in Social Services.,,,,,lag_map,0.5,np,no_contact
247,Gravesham & Dartford Phab Club,DA12 2TL,Gravesham & Dartford Phab Club is a social club for disabled and non-disabled people to meet and do various activities as equals.,https://facebook.com/GandDPhabClub,,,https://facebook.com/GandDPhabClub,lag_map,0.625,wp,
248,Greenwich Carers Centre,SE7 7BD,in order to further awareness of Carers issues.,,,,,lag_map,0.5,np,no_contact
249,Greenwich -Families Living with Autism in Greenwich (FLAG),SE9 5AB,come and have a tea or coffee and a biscuit and meet other parents. Lesley will be available if there are issues on which you would like information or advice.,,,,,lag_map,0.5,np,no_contact
250,Greenwich -Ethnic Minorities Support Group for families on the autistic spectrum,SE7 8HX,Charlton,,,,,lag_map,0.5,np,no_contact
251,Greenwich Mencap -Activities for Learning Disabilities and ADHD support group   ‘Greenlights’,,cards and ten-pin bowling.,https://greenwichmencap.org.uk,,,,lag_map,0.5,wc,
252,Greenwich Parent Voice,SE10 1DH,London,https://greenwichparentvoice.com,,,,lag_map,0.625,wp,
253,Greenwich- Social Arts For Education (SAFE),SE9 1TY,fear of social situations and extreme shyness. It is also a registered charity (No. 1150485).,https://safeschoolbexley.co.uk,,,,lag_map,0.625,wp,
254,Greenwich Toy & Leisure Library,SE2 9EU,Each year 250 families access the services that include:,https://gtlla.org.uk/index.htm,,,,lag_map,0.625,wp,
255,Greenwich -We Listen Group for Families from Ethnic Minorities,SE28 8EZ,London,,,,,lag_map,0.5,np,no_contact
256,Challengers -Guildford Playscheme,,300 disabled children. These services were delivered at Challengers Guildford and Farnham Centres as well as schemes based at schools and community youth centres all through the year.,,,,,lag_map,0.375,nc,no_contact
257,"Hackney Ark  (CAMHS)
Events, meetings, parenting groups and parent coffee mornings.",,This is a specialist tier 3 NHS Child and Adolescent Mental Health service (CAMHS) for children with disabilities and emotional/behavioural and mental health concerns. Our work is with children and young people with moderate to profound learning disabilities.,https://cityandhackneycamhs.org.uk/events,,,,lag_map,0.5,wc,
258,"Hackney CAMHS
Support group for parents of young people with Autism.",E9 6ED,London,,,,,lag_map,0.5,np,no_contact
259,"Hackney Independent Forum for 
Parents/Carers of Children with Disabilities",,get our voices heard and have real influence over the services our children use including:,https://hiphackney.org.uk,,,,lag_map,0.5,wc,
260,"Hackney- KEEN 
One-to-one support,
Sports and activity sessions",N16 8JN,London,https://keenlondon.org,,,,lag_map,0.625,wp,
261,Hackney- The Huddleston Centre,E5 8DJ,http://huddlestoncentre.org.uk/programs/,https://huddlestoncentre.org.uk/programs,,,,lag_map,0.625,wp,
262,Hammersmith -Action on Disability,SW6 7SR,Email: info@actionondisability.org.uk,,,,,lag_map,0.5,np,no_contact
263,Hammersmith and Fulham Mencap,,between 10 a.m. to 2 p.m. all year. We run the Saturday club at the White City Adventure Playground. The Holiday Playschemes are run at Cambridge School.,https://hfmencap.org,,,,lag_map,0.5,wc,
264,"Hammersmith and Fulham 
Parents Active Carer Forum",W6 8LH,Parentsactive and its membership have grown over the years and we have conducted numerous events and workshops relevant to disabled children and their families.,https://parentsactive.org.uk,,,,lag_map,0.625,wp,
265,Haringey- Brightstars community club,N8 8NT,particularly those with autism.,https://facebook.com/Brightstarsspecialclub,,,https://facebook.com/Brightstarsspecialclub,lag_map,0.625,wp,
266,Haringey CARIS,N15 4HJ,St Philip's Church,,,,,lag_map,0.5,np,no_contact
267,Haringey- CPotential Music and Movement Therapy,N10 1JP,143 Coppetts Road,https://cpotential.org.uk/movement-disabilities,,,,lag_map,0.625,wp,
268,"Haringey Involve
Parent Carer Forum",N15 4RB,as any other child.,https://haringeyinvolve.com,,,,lag_map,0.625,wp,
269,Haringey- Kith & Kids,N17 8DX,Kith & Kids offers: social development project; weekend clubs; friendship schemes; summer camp; and an advocacy project. Their activities currently have a long waiting list.,,,,,lag_map,0.5,np,no_contact
270,Haringey Mencap,N17 0AE,London,,,,,lag_map,0.5,np,no_contact
271,Haringey -Markfield Project and Parent Partnership Scheme,N15 4RB,https://markfield.org.uk,https://markfield.org.uk,,,,lag_map,0.625,wp,
272,Harrow Mencap,HA3 6ND,Email:julie.browne@harrowmencap.org.uk,https://harrowmencap.org.uk,,,,lag_map,0.625,wp,
273,"Harrow Parents 4 Disabled Children
Parent Carer Forum",HA3 6QH,London,https://harrowparents4disabledchildren.org,,,,lag_map,0.625,wp,
274,"Hart and Rushmoor Surrey
Mustard Seed Autism Trust",GU16 6NU,that offers an holistic approach in dealing with the complex needs of families living with autism.,https://mustardseedautism.co.uk,,,,lag_map,0.625,wp,
275,Hatfield- ADD-vance,AL10 0RN,Attention Deficit Hyperactivity Disorder (ADHD) and related conditions in Hertfordshire.,,,,,lag_map,0.5,np,no_contact
276,Havering- Add & Up,,E-mail: addup@addup.co.uk,https://addup.co.uk,,,,lag_map,0.5,wc,
277,"Havering- Positive Parents 
Parent Carer Forum",RM12 5PP,Positive Parents is the strategic consultative body within Havering representing families of children with special educational needs and disabilities.,https://positiveparentshavering.org.uk,,,,lag_map,0.625,wp,
278,Havering Junior Phab Club,RM13 7LP,Havering Junior Phab Club,https://phab.org.uk,,,,lag_map,0.625,wp,
279,HACS (Hillingdon Autistic Care & Support),,E-mail: enquiries@hacs.org.uk,https://hacs.org.uk,,,,lag_map,0.5,wc,
280,Accuro (Care Services) Harlow West Essex,,E-mail: enquiries@accuro.org.uk,https://accuro.org.uk/index.php,,,,lag_map,0.5,wc,
281,Heathrow Special Needs Centre,UB7 0EF,and gardening.,https://heathrowspecialneedscentre.org,,,,lag_map,0.625,wp,
282,Hemel Hempstead –Families in Focus Parent Network support & information group,HP1 1JF,,https://familiesinfocus.co.uk,,,,lag_map,0.5,wp,
283,Hemel Hempstead- The Snow Centre,HP3 9NH,dyspraxia and deafness.,https://thesnowcentre.com/snowbility,,,,lag_map,0.625,wp,
284,Herts Parent Carer Forum,AL7 9LD,HPCI is the parent carer forum for Hertfordshire and part of a national network of parent carer forums. We are an independent parent carer led organisation with a network of parent carers from all over Hertfordshire. We aim to improve services for our families by working alongside those providing services for children and young people with SEND (Special educational needs and disabilities),https://hertsparentcarers.org.uk,,,,lag_map,0.625,wp,
285,Highgate- Nordoff Robbins Music Therapy Centre,NW5 1PQ,Every music therapy session at Nordoff Robbins is different because every person is different.,https://nordoff-robbins.org.uk,,,,lag_map,0.625,wp,
286,"High Wycombe 
The Spectrum Club
East Side Youth Centre,
The Highcrest Academy",,Social Club for young people with Aspergers and High functioning autism.,,,,,lag_map,0.375,nc,no_contact
287,Hillingdon- Centre for ADHD & Autism Support,HA4 9XA,269 Field End Road,,,,,lag_map,0.5,np,no_contact
288,Hillingdon Dads Drop In Centre,UB8 3HD,A Charity of DADS caring for children with disabilities and or SEN giving support to other families caring for children with disabilities and or SEN in the UK,https://twitter.com/hillingdondads,,,,lag_map,0.625,wp,
289,"Hillingdon 
Harefield Children's Centre
Stay & Play",UB9 6BT,Harefield,https://harefieldchildrenscentre.co.uk,,,,lag_map,0.625,wp,
290,Hillingdon North Mencap,HA4 0LR,London,https://mencap.org.uk/group/110,,,,lag_map,0.625,wp,
291,Hillingdon Parent Carer Forum,,London,https://hillingdonpcf.com,,,,lag_map,0.5,wc,
292,Hounslow ASD Support Group,TW3 3EL,Middlesex,,,,,lag_map,0.5,np,no_contact
293,Hounslow Lampton Phab Club,TW3 4EP,Bridging The Gap Lampton Phab Club,https://phab.org.uk,,,,lag_map,0.625,wp,
294,Hounslow Parent Carers Forum,TW3 1ES,education and employment. Professionals are there to share their current plans and to hear what parents have to say. It is also a place to share information parent to parent and to ask questions.,https://hounslowpcf.co.uk,,,,lag_map,0.625,wp,
295,"Hounslow Phab club 
Hounslow Youth Centre",TW3 1NX,Kingsley Road,,,,,lag_map,0.5,np,no_contact
296,Islington -The Zone Youth Project,N7 0EQ,games and games consoles and a kitchen.,https://directory.islington.gov.uk/kb5/islington/directory/service.page,,,,lag_map,0.625,wp,
297,Islington- Centre 404,N7 0SJ,and access to social groups and other local networks.,https://centre404.org.uk,,,,lag_map,0.625,wp,
298,Isleworth Phab Club,TW7 6DL,Isleworth Tuesday Phab Club,https://phab.org.uk,,,,lag_map,0.625,wp,
299,"Islington- MindBuilders
Early Intervention/Parent Coaching",N5 2BL,44 C Aberdeen Park,https://mindbuilders-consulting.org,,,,lag_map,0.625,wp,
300,Islington- Palace For All,N19 4EL,play and learn in an inclusive environment.,https://palaceforall.org.uk,,,,lag_map,0.625,wp,
301,The Kent Autistic Trust,,We have been providing support for individuals on the autism spectrum for over 20 years.,,,,,lag_map,0.375,nc,no_contact
302,Kensinton and Chelsea- Full of Life,,housing..etc.||For more information please contact Full of Life directly.,,,,,lag_map,0.375,nc,no_contact
303,Kensington and Chelsea- Outsiders,W14 0SH,relationships and other things.,,,,,lag_map,0.5,np,no_contact
304,Kensington- Nordoff Robbins music Therapy,SW7 2AP,London,,,,,lag_map,0.5,np,no_contact
305,Kilburn -Carers Advice Clinic,NW6 6BX,10 am - 12.30 pm.,,,,,lag_map,0.5,np,no_contact
306,"Kingsbury -Saturday Playgroup
D.A.R.E.
The Village School",NW9 0JY,London,,,,,lag_map,0.5,np,no_contact
307,Kingston Carers' Network,KT3 4BD,London,,,,,lag_map,0.5,np,no_contact
308,"Kingston and Richmond Family Voices 
Parent Carer Forum",,plus leads from disability specific support groups and specialist schools; we all offer our time on a voluntary basis and take responsibility for representing the views of a wider group of parents.,https://sendfamilyvoices.org,,,,lag_map,0.5,wc,
309,"Kingston- Parents and Carers of Children and Young People with Additional Needs
Support Group",KT6 7SA,Surbiton,,,,,lag_map,0.5,np,no_contact
310,Kingston Carers’ Support Group,KT9 2GY,Third Wednesday of every month,,,,,lag_map,0.5,np,no_contact
311,Kingston- Express CIC,KT6 7EL,group networking and events which bring the community together.,,,,,lag_map,0.5,np,no_contact
312,Kingston -FAST MINDS Adult ADHD support Group,KT1 2PT,FAST MINDS is an acronym for common symptoms that are often seen in Attention Deficit Hyperactivity Disorder (ADHD).,https://adhdkingston.org.uk,,,,lag_map,0.625,wp,
313,Kingston Advocacy Group,KT2 6LX,KAG provides advocacy for vulnerable people especially those with a learning disability or mental health problem.,https://kagadvocacy.org.uk/home-1/advocacy,,,,lag_map,0.625,wp,
314,Lambeth -Disability Advice Service,SW9 7AA,London,,,,,lag_map,0.5,np,no_contact
315,Lambeth- Information Advice and Support Service,SW9 7QE,exclusions (where SEN is involved),https://younglambeth.org/lambethinformationadviceandsupport-service.html,,,,lag_map,0.625,wp,
316,"Lambeth Mencap
Healthy living and wellbeing group",SE16 4JE,London,,,,,lag_map,0.5,np,no_contact
317,Lambeth Parent Forum,SW9 7AA,336 Brixton Road,https://lambethparentforum.com,,,,lag_map,0.625,wp,
318,Lewisham Autism Support,SE23 2LB,High-functioning autism; Autism spectrum; and Autism.,,,,,lag_map,0.5,np,no_contact
319,"Lewisham- Drumbeat Outreach /
 Early Bird Courses",SE4 2PR,Revelon Rd,,,,,lag_map,0.5,np,no_contact
320,Lewisham Mencap,SE6 2NZ,The services we offer include:,,,,,lag_map,0.5,np,no_contact
321,Lewisham Parent and Carer Forum,SE13 5EU,London,https://lewishamparentcarer.org.uk,,,,lag_map,0.625,wp,
322,"Lewisham- SIGNAL 
(Support, Information, Guidance & News for Autism in Lewisham)",SE4 2NX,Wallbutton Road,https://signalfamilysupport.org,,,,lag_map,0.625,wp,
323,Luton- Families in Luton Autism Group (FLAG),,have access to a sympathetic listening ear and user friendly information about the autism spectrum.,https://directory.luton.gov.uk/kb5/luton/directory/service.page,,,,lag_map,0.5,wc,
324,Luton- Dads Autism Discuss Support (DADS),LU2 0QN,The Special Educational Needs Service in Luton are developing a group to support fathers/male carers of children with Autistic Spectrum Disorders/Asperger's syndrome.,,,,,lag_map,0.5,np,no_contact
325,Maidenhead- Autistic Adult Social Group,SL6 1QJ,meeting at The Bear pub in Maidenhead town centre.,https://autismberkshire.org.uk/otherevents/bear-with-me-adult-social-group-maidenhead-4-2019-07-10,,,,lag_map,0.625,wp,
326,Medway Autism Group and Information Centre (MAGIC),,a youth club and a holiday home for respite breaks.,https://medway-magic.org,,,,lag_map,0.5,wc,
327,Medway Parents and Carers Forum,ME7 4BY,funding was made available to help support parents and carers to have a voice in shaping locally delivered services for disabled children and young people. As a result of this the Medway Parents and Carers Forum was set up.,https://medwaypcf.org.uk,,,,lag_map,0.625,wp,
328,Merton -Carers Support Merton,CR4 3UD,London,https://csmerton.org/index.htm,,,,lag_map,0.625,wp,
329,Merton Parents Carer Forums,CR4 4TP,Adults First & Talk Autism,https://mertonmencap.org.uk/parentscarers.htm,,,,lag_map,0.625,wp,
330,Merton Autism Outreach Service (MAOS),CR4 3AF,Merton Autism Outreach Service (MAOS) supports the inclusion of pupils with Autism Spectrum Disorder (ASD) and Social Communication Difficulties in mainstream settings. MAOS works in an advisory role with schools supporting staff in developing their understanding of ASD and sharing tools and strategies to enable pupils to access learning and social opportunities. Advice relating to the needs of specific pupils and staff training is also provided. For more information please visit www.cricketgreen.merton.sch.uk/maos,,,,,lag_map,0.5,np,no_contact
331,"Merton Mencap 
Talk Autism",CR4 4TP,courtesy of funding received by Merton Mencap. It is being administrated by Kids First.,https://mertonmencap.org.uk/index.htm,,,,lag_map,0.625,wp,
332,Merton Centre for Independent Living,CR4 3BE,advice and advocacy support to Disabled People on a wide range of issues. These issues must relate to:,https://mertoncil.org.uk/services/information-and-advice-service,,,,lag_map,0.625,wp,
333,"Muswell Hill Youth Project 
social club",,Muswell Hillbillies - social club for Haringey mainstream secondary school attending children with autism/aspergers. Wednesdays termtime after school. Muswell Hill Youth Centre (behind M and S car park).,,,,,lag_map,0.375,nc,no_contact
334,Muswell Hill -Challenge Playgroup,,Muswell Hill. The happy noises of children playing are like those of hundreds of playgroups around the country. But this playgroup is special.,,,,,lag_map,0.375,nc,no_contact
335,Newham -NAS Carers Support Group,E13 8AL,411 Barking Rd,,,,,lag_map,0.5,np,no_contact
336,"Newham -Autism Awareness and Support Group /
Forum for Health & Wellbeing",,the co-production Forum and other co-production networks in Newham.,,,,,lag_map,0.375,nc,no_contact
337,Newham Parent Carer Forum,E6 5YA,We are an independent group of parents in Newham who all have children with a disability or special educational needs. We recognise that children’s needs and circumstances can be very different. We are committed to giving a voice to all carers and families in government. Newham Parent Forum is managed on an entirely voluntary basis by Parents.,https://newhamparentforum.co.uk,,,,lag_map,0.625,wp,
338,Newham Parent Partnership Service,E15 4BQ,49-51 Broadway,,,,,lag_map,0.5,np,no_contact
339,"Newham Resources for Autism
John F. Kennedy School
Saturday Club",E16 3LQ,we are running an autism specific play club for young people aged 8-13 with a diagnosis of Autism at:,,,,,lag_map,0.5,np,no_contact
340,"Newham 
Resources for Autism
Shipman Youth Centre
Saturday Club",E16 3JH,Prince Regent Lane,,,,,lag_map,0.5,np,no_contact
341,Newham Carers Network,E12 6PG,London,https://newhamcarers.org.uk/carers-support-groups-in-newham.html,,,,lag_map,0.625,wp,
342,"Rayleigh -Supporting Carers and Families Together, (SCAFT)",SS6 7BU,First Floor Offices,https://scaft.org/home,,,,lag_map,0.625,wp,
343,"Reading-
Aut-Haslemere Support Group",RG1 3QF,and share tips and strategies for living the best autistic lives possible. You do not need a formal diagnosis to attend,https://facebook.com/authaslemere,,,https://facebook.com/authaslemere,lag_map,0.625,wp,
344,Redbridge Carers Support Service (RCSS),,E-mail:office@rcss.org.uk,https://rcss.org.uk,,,,lag_map,0.5,wc,
345,Redbridge Mencap,IG5 0SJ,confidence and self awareness through the groups it organises. We encourage community participation and welcome inclusion.,https://facebook.com/redbridge.mencap,,,https://facebook.com/redbridge.mencap,lag_map,0.625,wp,
346,Redhill -Autism All-Stars,,but all ages are very welcome. We have a thriving facebook and twitter community where we offer support and inspiration to those who are struggling.,https://autism-all-stars.org,,,,lag_map,0.5,wc,
347,Richmond Care and Support,TW1 2PD,Guest speakers,https://richmondchs.org,,,,lag_map,0.625,wp,
348,Richmond- Knots Arts Youth Club,SW14 8SN,meet new people and above all have fun.,https://knotsarts.com/youth-groups/mortlake-youth-club,,,,lag_map,0.625,wp,
349,Richmond- Me too & Co,TW1 2PD,as well as off site hydrotherapy at a specialist pool in Teddington.,,,,,lag_map,0.5,np,no_contact
350,Richmond- Music Therapy,TW2 5LL,behavioural or emotional difficulties.,https://okmtrust.co.uk,,,,lag_map,0.625,wp,
351,Richmond Music Trust,TW2 6RB,7 Briar Road,https://richmondmusictrust.org.uk,,,,lag_map,0.625,wp,
352,"Richmond- Ruils
Disability Action & Advice Centre",TW11 8HT,befriending and activities to our clients and their families.,,,,,lag_map,0.5,np,no_contact
353,"Richmond- SENDIASS 
(Special Educational Needs and Disabilities Information Advice and Support Service)",TW9 2HP,20 Windham Road,https://kids.org.uk/richmond-and-kingston-sendiass,,,,lag_map,0.625,wp,
354,Romford Autistic Group Support,RM3 7SU,RAGS offers a support network for families who have a member with a diagnosis of an autism spectrum condition or who are seeking a diagnosis.,https://rags-havering.co.uk,,,,lag_map,0.625,wp,
355,Sevenoaks Mencap,TN13 3AY,71 Hinching Lane,https://facebook.com/Sevenoaks-Mencap-317642541585383,,,https://facebook.com/Sevenoaks-Mencap-317642541585383,lag_map,0.625,wp,
